SAL_CODE_2021,SAL_NAME_2021,IRSD_Score,IRSAD_Score,IER_Score,IEO_Score,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_hhd_inc_weekly,Average_household_size,Tot_P_P,Income_to_Mortgage_Ratio,Rent_to_Income_Ratio,Working_Age_Share,Senior_Share,Diversity_Share,Estimated_Property_Price,Estimated_Gross_Yield_Pct,ROI_Proxy_Score,Realistic_ROI_Target,ROI_Rank,Top20_Flag
10012,Abington (NSW),1069.817794,1042.844136,1061.615987,1076.615416,42.0,1150.0,1075.0,0.0,2374.0,2.7,29.0,8.938626086956521,0.0,0.5517241379310345,0.0,0.0,187764.6121494192,0.0,0.15417925393931053,0.18773409742321753,1919,1
10013,Acacia Creek,955.3807184,936.3750445,963.9721854,967.1945662,53.0,1571.0,575.0,275.0,949.0,2.1,30.0,2.6156397199236157,0.2897787144362487,0.5,0.3333333333333333,0.0,256502.78755368484,5.574988145891817,0.1600077091320403,0.11061693637002748,9816,0
10014,Acacia Gardens,1080.015242,1095.792007,1111.477516,1054.028843,36.0,2484.0,1055.0,540.0,2796.0,3.2,3668.0,4.873864734299517,0.19313304721030042,0.44983642311886585,0.08778625954198473,0.46196837513631406,405571.5622427455,6.923562353514659,0.23455711996675685,0.24305470809873564,168,1
10015,Adaminaby,978.4566738,955.1927188,989.4643893,931.4293006,52.0,1083.0,588.0,300.0,954.0,2.0,339.0,3.8142382271468143,0.31446540880503143,0.3185840707964602,0.28023598820059,0.10029498525073746,176825.28257201824,8.822267818882947,0.1680347084635424,0.1456263235197831,5922,0
10016,Adamstown,1037.013967,1035.367123,984.3804738,1041.962869,36.0,2100.0,925.0,395.0,1875.0,2.4,6335.0,3.8660714285714284,0.21066666666666667,0.4282557221783741,0.1409629044988161,0.10157853196527229,342874.50914241764,5.990529903017208,0.20081755462807988,0.1407639569998648,6549,0
10017,Adamstown Heights,1090.886435,1083.75325,1076.373296,1072.949253,39.0,2201.0,983.0,475.0,2325.0,2.8,5621.0,4.573943661971831,0.20430107526881722,0.39192314534780287,0.18270770325564847,0.11136808397082369,359365.1402964101,6.873232050172436,0.22339150623968687,0.19597144541508585,1428,1
10018,Adelong,943.1319245,907.9995817,969.1015397,890.138031,49.0,1200.0,599.0,205.0,1158.0,2.3,938.0,4.178450000000001,0.1770293609671848,0.326226012793177,0.2484008528784648,0.055970149253731345,195928.29093852438,5.440766082803603,0.14392884314287507,0.08558722325293497,11502,0
10019,Adjungbilly,1055.482116,1052.098531,1075.757359,1065.758137,41.0,625.0,1050.0,150.0,2312.0,2.8,101.0,16.017536,0.06487889273356401,0.25742574257425743,0.2079207920792079,0.0,102045.98486381478,7.643612838280184,0.1750717279387598,0.18480822259255947,2106,1
10020,Afterlee,994.7416971,963.2889659,992.4412035,975.5481462,64.0,650.0,596.0,0.0,762.0,1.8,32.0,5.076092307692308,0.0,0.0,0.3125,0.0,106127.82425836737,0.0,0.13324923069625177,0.11658110275256534,9250,0
10021,Agnes Banks,1053.002998,1045.194147,1110.387439,980.7141622,38.0,2600.0,953.0,440.0,2454.0,3.1,996.0,4.086853846153846,0.17929910350448247,0.3865461847389558,0.1395582329317269,0.11044176706827309,424511.2970334695,5.389727001351412,0.20894025395778398,0.16173977847855817,4102,0
10022,Airds,663.327664,741.1870949,756.193111,828.951039,29.0,2210.0,451.0,220.0,944.0,2.9,3265.0,1.8495565610859728,0.2330508474576271,0.37978560490045943,0.1004594180704441,0.24839203675344562,360834.60247844906,3.170427647853772,0.10188822831276634,0.06140832361524537,12337,0
10023,Akolele,859.6578994,874.690565,844.5754142,921.2575491,43.0,780.0,435.0,240.0,778.0,2.4,165.0,4.318897435897436,0.30848329048843187,0.3393939393939394,0.20606060606060606,0.10606060606060606,127353.38911004085,9.799503638820749,0.13947244411983864,0.14865649509551748,5557,0
10024,Albert,1080.005477,1079.809795,1094.549835,1129.895271,50.0,463.0,612.0,0.0,1187.0,2.6,77.0,11.100885529157667,0.0,0.36363636363636365,0.2597402597402597,0.0,75595.665587114,0.0,0.16390448111301228,0.152852357872551,5047,0
10025,Albion Park,1017.969226,980.4075452,1057.277229,929.5898623,36.0,2058.0,804.0,460.0,1938.0,2.9,13826.0,4.077521865889214,0.23735810113519093,0.39461883408071746,0.1436424128453638,0.0895052799074208,336017.01895956934,7.118687045693401,0.1943566997944317,0.14267975857955176,6328,0
10026,Albion Park Rail,930.6715401,899.858524,967.9608903,872.4234697,41.0,1820.0,636.0,390.0,1411.0,2.5,6920.0,3.3569395604395607,0.2763997165131113,0.35621387283236994,0.2130057803468208,0.10563583815028901,297157.90792342863,6.824654319893021,0.16455158837568018,0.11499493951949323,9420,0
10027,Albury,1028.273309,1025.094167,958.1796637,1049.302154,45.0,1733.0,930.0,270.0,1601.0,2.0,4955.0,4.000190421234853,0.16864459712679575,0.3667003027245207,0.244803229061554,0.11029263370332996,282953.10683038563,4.961952938872018,0.18273340133293717,0.1797149615221358,2452,1
10028,Aldavilla,962.5211244,915.1487031,1013.008215,889.9132201,36.0,1483.0,624.0,350.0,1222.0,2.5,1443.0,3.567943358057991,0.2864157119476268,0.5509355509355509,0.14067914067914067,0.05647955647955648,242134.7128848597,7.516476998758328,0.16365218617811075,0.14248463901264594,6342,0
10029,Alectown,1041.548802,1023.243924,1058.159164,1028.912019,49.0,1257.0,733.0,160.0,1803.0,2.4,151.0,6.210811455847256,0.08874098724348309,0.2980132450331126,0.2185430463576159,0.052980132450331126,205234.88475810428,4.053891720116778,0.16871093932061115,0.16314531808921365,3942,0
10030,Alexandria,1104.008521,1174.195547,988.0282195,1180.943227,34.0,2751.0,1629.0,560.0,2654.0,2.0,9649.0,4.177324609233006,0.21100226073850792,0.6735412996165405,0.06166442118354234,0.2807544823297751,449165.6069765671,6.483132178354695,0.25764519660104757,0.238051690889013,238,1
10031,Alfords Point,1097.699329,1111.269011,1156.203504,1065.957341,43.0,2595.0,956.0,768.0,2969.0,3.3,3131.0,4.954053949903661,0.25867295385651734,0.3375918236984989,0.16160970935803257,0.2510380070265091,423694.929154559,9.425649742773253,0.26668471988548254,0.27019660366481996,21,1
10032,Alfredtown,1073.233587,1034.498014,1101.999892,994.1646064,41.0,2600.0,814.0,265.0,2624.0,3.1,80.0,4.369969230769231,0.10099085365853659,0.35,0.175,0.03125,424511.2970334695,3.246085580359373,0.18459218371945094,0.13827776191567223,6839,0
10033,Alice,870.2996739,900.5306161,940.1051151,946.6868556,59.0,400.0,333.0,0.0,1074.0,3.0,4.0,11.62605,0.0,0.0,0.75,0.0,65309.43031284146,0.0,0.1167382519835054,0.04658721374921092,12562,0
10034,Alison (Central Coast - NSW),1041.864769,1059.209132,1124.203609,1022.539784,47.0,3500.0,669.0,600.0,2249.0,2.9,85.0,2.7823342857142856,0.2667852378835038,0.3411764705882353,0.21176470588235294,0.01764705882352941,571457.5152373628,5.459723455914417,0.23231569963330084,0.12681288519701042,8137,0
